season,slice,axis,rows,share,target_mean,prediction_mean,brier,global_brier,excess,calibration_error
2024,game_type=F,game_type,30010,0.11837937413957011,0.45928023992002664,0.465484320808212,0.24689325984451227,0.24765471554060994,-0.0007614556960976737,-0.006204080888185359
2024,game_type=R,game_type,223497,0.8816206258604299,0.4897067969592433,0.4929705421721654,0.24775695980089035,0.24765471554060994,0.00010224426028040967,-0.003263745212922109
2024,pitcher_history=0,pitcher_history,81,0.00031951780424209193,0.4074074074074074,0.48246996109827583,0.24383886225108126,0.24765471554060994,-0.0038158532895286867,-0.07506255369086845
2024,pitcher_history=101_500,pitcher_history,24101,0.09507035308689701,0.46877722916061576,0.47588419355781714,0.2471420868102235,0.24765471554060994,-0.000512628730386433,-0.007106964397201376
2024,pitcher_history=1_20,pitcher_history,1609,0.006346964778092912,0.4487259167184587,0.4677938197204407,0.24544530116641558,0.24765471554060994,-0.002209414374194363,-0.019067903001982023
2024,pitcher_history=21_100,pitcher_history,6299,0.024847440110135025,0.4613430703286236,0.4645623634013584,0.24746468308128317,0.24765471554060994,-0.0001900324593267777,-0.00321929307273483
2024,pitcher_history=500_plus,pitcher_history,221417,0.873415724220633,0.48899587655871046,0.4920999658225232,0.24773337215386396,0.24765471554060994,7.865661325401341e-05,-0.003104089263812726
2024,batter_history=0,batter_history,88,0.0003471304539914085,0.5,0.49710102341393125,0.257384412428742,0.24765471554060994,0.00972969688813205,0.0028989765860687466
2024,batter_history=101_500,batter_history,17301,0.0682466361875609,0.47517484538465987,0.47934902940909374,0.24767134895301632,0.24765471554060994,1.6633412406374948e-05,-0.004174184024433869
2024,batter_history=1_20,batter_history,1694,0.006682261239334614,0.461038961038961,0.47840792052857395,0.24616143108815433,0.24765471554060994,-0.0014932844524556121,-0.017368959489612923
2024,batter_history=21_100,batter_history,4986,0.019668095950013214,0.4508624147613317,0.47469860796505703,0.24540114740337415,0.24765471554060994,-0.0022535681372357896,-0.02383619320372532
2024,batter_history=500_plus,batter_history,229438,0.9050558761690999,0.48787471996792164,0.49090555621453513,0.24770972790386497,0.24765471554060994,5.501236325503034e-05,-0.0030308362466134886
2024,matchup_novelty=established,matchup_novelty,111808,0.44104502045308414,0.49328312821980536,0.4957786920092998,0.2477662310882299,0.24765471554060994,0.00011151554761995586,-0.0024955637894944482
2024,matchup_novelty=low_1_5,matchup_novelty,17883,0.07054243078100407,0.4746966392663423,0.47754344787973774,0.2480774535786598,0.24765471554060994,0.0004227380380498469,-0.002846808613395424
2024,matchup_novelty=unseen,matchup_novelty,123816,0.4884125487659118,0.4812705950765652,0.48600090664128803,0.24749295813702119,0.24765471554060994,-0.00016175740358875812,-0.004730311564722811
2024,count_family=batter_ahead,count_family,49276,0.19437727557818915,0.4770679438266093,0.4884307572368366,0.24721497608456905,0.24765471554060994,-0.00043973945604089404,-0.011362813410227324
2024,count_family=even,count_family,90630,0.3575049209686518,0.4862738607525102,0.4932152977267911,0.24760343501181595,0.24765471554060994,-5.128052879399547e-05,-0.006941436974280901
2024,count_family=pitcher_ahead,count_family,31402,0.12387034677543421,0.5010508884784408,0.49573948939730356,0.247739758453802,0.24765471554060994,8.504291319205715e-05,0.005311399081137258
2024,count_family=three_ball,count_family,21005,0.08285767256919928,0.4614139490597477,0.46707271005858886,0.24594208904270945,0.24765471554060994,-0.0017126264979004935,-0.005658760998841161
2024,count_family=two_strike,count_family,61194,0.2413897841085256,0.49393731411576297,0.49025282844544615,0.2486289835699724,0.24765471554060994,0.0009742680293624573,0.003684485670316817
2024,hand_matchup=opposite,hand_matchup,130605,0.515192874358499,0.5009379426515065,0.5019505314196805,0.24808982247448527,0.24765471554060994,0.00043510693387532884,-0.0010125887681740053
2024,hand_matchup=same,hand_matchup,122902,0.484807125641501,0.4703422238856976,0.4767161850518259,0.24719233786491068,0.24765471554060994,-0.00046237767569926036,-0.006373961166128317
2024,inning_phase=early,inning_phase,85260,0.336322073946676,0.49460473844710295,0.4965409515869097,0.2476080953583482,0.24765471554060994,-4.66201822617307e-05,-0.0019362131398067417
2024,inning_phase=extras,inning_phase,3848,0.015179068033624317,0.4862266112266112,0.48231986966074886,0.24795917813204962,0.24765471554060994,0.00030446259143968035,0.003906741565862348
2024,inning_phase=late,inning_phase,79348,0.3130012189012532,0.47794525381862174,0.4809690258284635,0.24770718522897145,0.24765471554060994,5.246968836150612e-05,-0.003023772009841774
2024,inning_phase=middle,inning_phase,85051,0.33549763911844643,0.4851912381982575,0.49137156622632855,0.2476387239573912,0.24765471554060994,-1.5991583218744054e-05,-0.006180328028071058
2024,base_state_coarse=RISP,base_state_coarse,71076,0.28037095622606084,0.48692948393269175,0.4881287277326662,0.24744984664273617,0.24765471554060994,-0.00020486889787377227,-0.0011992437999744365
2024,base_state_coarse=empty,base_state_coarse,131633,0.5192479892073986,0.48431624288742187,0.4899373204880353,0.24782462975052025,0.24765471554060994,0.0001699142099103046,-0.005621077600613422
2024,base_state_coarse=runner_non_RISP,base_state_coarse,50798,0.20038105456654057,0.48958620418126697,0.4913670808137788,0.24750106666845245,0.24765471554060994,-0.00015364887215749135,-0.0017808766325118075
2024,two_outs=no,two_outs,170820,0.6738275471683227,0.4842524294579089,0.48923457354341565,0.24762923213632726,0.24765471554060994,-2.5483404282683475e-05,-0.0049821440855067345
2024,two_outs=yes,two_outs,82687,0.32617245283167723,0.4899319119087644,0.4907128312627209,0.24770736075835345,0.24765471554060994,5.264521774350772e-05,-0.0007809193539565218
2024,pitcher_state_available=no,pitcher_state_available,50348,0.1986059556540845,0.48993008659728293,0.49554424879611664,0.24747966952022385,0.24765471554060994,-0.00017504602038609374,-0.005614162198833705
2024,pitcher_state_available=yes,pitcher_state_available,203159,0.8013940443459155,0.4851569460373402,0.488272534777785,0.24769809642471738,0.24765471554060994,4.338088410743568e-05,-0.0031155887404447635
2024,batter_state_available=no,batter_state_available,23588,0.09304674032669709,0.4735882652196032,0.4839641034940452,0.24683019811069967,0.24765471554060994,-0.0008245174299102709,-0.010375838274441995
2024,batter_state_available=yes,batter_state_available,229919,0.9069532596733029,0.4873890370086857,0.4903069187761313,0.24773930497052532,0.24765471554060994,8.45894299153771e-05,-0.002917881767445618
